name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-65,65-80,80-95,95-110,110-125,125-140,140-155,155-170,170-185,185-200,200-215,215-230,230-245,245-260,260-275,275-290,290-305,305-320,320-335,335-350,350-365,365-380,380-395
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,68667531.28586164,409810047.5857964,290096268.59421337,171567574.18341535,42237288.65192091,19462772.4258608,21560369.60349059,65510493.07866801,1240829.825002263,2917032.8313217144,1532078.0221637732,7638279.2005907325,1661197.0634663415,2579384.122817787,1438491.7186789392,888557.0582386969,555032.8415026518,1096066.8113861764,961532.6049371808,1177893.6721755296,618774.7031320245,1183291.3426176894,869905.7796941416
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,79601373.05106354,421556966.4711784,207902110.08127168,146320875.83512747,29221205.27738037,11383107.26347329,18525181.65945635,44899631.60438871,1308387.6257745074,2521906.613850259,1454420.5101349156,9421910.409051813,1048453.0543965442,2610018.1854910795,1702884.7430505885,1495750.31114696,688006.2307500832,2262708.09044826,1776937.2749162503,1339680.5273638482,581643.8283603694,863960.6866328175,667035.1081846493
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,70385638.05226138,302514655.25642484,166013685.1775604,140219983.21754885,21529810.124773987,9759695.69301695,16504976.227997925,35881114.25879695,1477467.9702034697,2179936.367367312,1409257.8068313524,10538024.896344913,897779.4843344219,2183919.8948530788,1731160.8707075566,1249029.7303112473,678509.1125264905,2198493.039323708,2049434.9442179524,1627417.9498323025,616620.451001145,1984251.4341023925,788402.2394458216
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,70714747.4652455,348923035.802328,179418302.94031852,149747128.65841907,27858250.85084529,11805335.38287933,16833059.302893598,39197304.61433929,1660341.104164447,2688610.4518511626,1535517.9875946804,11621993.830283213,1005680.2734058535,2167649.1670567784,1097600.7309763615,966110.7686949774,612322.8892350157,1184479.7179387687,1701219.7680186972,1609809.229287104,495908.5395374185,1064678.68755673,1447834.0341045102
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,71439354.09055702,473378595.1727752,208134314.50455743,164005100.93966106,30078963.842579395,12133062.24239853,19889939.59766188,38663476.58836233,1754423.66902853,2567243.349345506,1780572.2654902712,10162082.408505913,1154728.923657381,2417904.894214557,1683224.0409574946,1638207.0694883415,680723.2212906528,2150298.0529531743,2047935.059033436,2404447.6995111303,656400.3752731651,2411343.2833925136,1383596.165518694
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,72964036.18354201,525969568.0485304,198848641.2883657,169038880.2647686,29056629.49460299,11874185.932220114,17734389.793912698,35306274.91261927,1958635.0989672318,3151629.5918410886,1946667.8191151242,10828867.27033571,1301072.257129715,2572327.9470294192,1909875.518744309,1721344.6107158284,1042599.9275479058,1560161.4232242254,1464835.876752771,2280292.7681569885,883351.8575296231,1601852.2712695454,672546.3803676909
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,80052742.61129773,269902907.12355393,239279777.74559376,132022920.6901062,28412291.46695492,11259088.478484934,20607274.594792943,22882053.54834235,2337544.732630324,3574308.4674464017,2438306.7499860628,14554709.59275172,1212673.098833146,2971756.8872797117,1862350.5135555547,960395.6382214959,432493.63683299563,2308098.319029112,1229190.3420377395,1288621.8859734065,462965.422290585,2006254.3603509688,514444.8042608745
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,72387639.86042774,283757127.2750073,205061590.09350333,114152173.26697241,25288903.772772264,11167889.588106377,18138882.164730906,23185274.7719828,2382766.7926481618,3559008.54828392,2284798.1532004173,14404211.177923635,947487.3924531328,3197218.5618257467,1627163.9812141096,1199846.4851788792,374189.0785391165,1101906.1370350171,1165462.48414631,784685.4293564067,299133.85523591546,1188179.0362761284,972712.2986511132
D6d0S1-F0d03-Vc30-MJ009-K05,1,0.03,30.0,J009,5,40.834440842880795,12.5601069605726,26.46450318526761,4.4077213343511525,3.739319965652721,76898773.24032791,365382025.5221095,234123694.92266783,147666769.07931814,25467095.772318825,11242129.480819156,19235594.90822158,30008811.30902073,2038092.891815833,3076564.5303441,2016537.9848569985,12311089.402568035,1075025.8411779113,3238744.9244584194,1454033.3525077053,1751114.7268372725,623786.7916625222,1444807.4300496469,2129383.942696955,1212463.2620329664,579250.1025687777,1912753.056356266,929345.5206787756
D6d0S1-F0d03-Vc30-MJ010-K05,1,0.03,30.0,J010,5,41.0172345951987,12.742900712890599,25.354097759478197,4.4183766928899,3.78047095991064,84505825.7836332,531064414.4030823,253372082.54725403,140316652.23511598,26569112.57617409,10526267.353354843,17255200.16643032,30733548.71196652,2178492.941436575,3043512.6609999095,2183532.477090117,12002284.658984615,1174652.3710286107,2820041.573539659,1626761.564350838,1072092.0073113323,435292.6867573597,1574664.834835753,1207170.7141292805,1862407.3030541441,449975.897595632,1026917.8250200507,1128487.8744589256
D6d0S1-F0d03-Vc45-MJ001-K01,1,0.03,45.0,J001,1,42.6475766237093,14.3732427414011,24.4666662185016,4.53085753694069,3.8273100265205096,59180624.02260666,624290463.9912101,638873292.6182867,28981328.43084464,21785546.18527759,36720211.15100996,4586404.857911408,90485212.92465284,1979524.7840451358,1526095.323388793,4249857.811939906,10876061.593863543,1643584.5080154382,3167733.188742268,1917706.396528317,1505121.6935310515,687953.9326483975,1518963.54942995,2266036.1697514174,2027092.0670265844,581009.7475305644,1007404.3500410569,1145237.345287295
D6d0S1-F0d03-Vc45-MJ002-K01,1,0.03,45.0,J002,1,46.298880340639705,18.02454645833161,25.856006408997306,4.78345035281771,4.08929883253317,74047836.25136669,784216466.5469884,428050355.9785639,23688763.665999416,23216136.20534293,26103340.85254665,3978130.549593305,81958756.50049862,1680696.6519457288,1512481.6991440398,4248541.796059412,10927299.632461438,1489370.4310922718,3222103.3578814506,1622474.495833616,1545186.3503658778,590057.4698520289,1349893.6515640104,813870.1978445575,1325247.8985925154,679368.5782797032,1397625.477411043,1235690.1265065758
D6d0S1-F0d03-Vc45-MJ003-K02,1,0.03,45.0,J003,2,45.2094010461977,16.9350671638896,25.8354230186762,4.68958878531853,4.06105327761124,65821301.87728586,731399812.9096026,439466941.81853735,20726700.100482304,20638578.01216376,26256108.3430663,3541509.333875283,73969950.74523397,1483124.8353900874,1383164.3447080306,3941577.6471279054,10053759.19523337,1126440.60821632,2831539.068665278,1181958.418012667,1288012.9295926762,485860.78993071476,1649009.8874499097,1134150.4284706262,1910207.1605532768,494626.7664794178,644195.4564735891,1136469.0097355596
D6d0S1-F0d03-Vc45-MJ004-K02,1,0.03,45.0,J004,2,40.726827138318,12.4524932560099,25.759899746164198,5.044124137276951,3.86531885294881,66477737.538142,841625917.2661233,336795429.58074045,20475858.26185288,21765025.4184263,21064541.06943522,3647412.957642036,69519930.62923934,1552839.95134746,1546621.837148528,4065804.08966903,11304809.387848845,1106170.807246684,2938619.2497665104,1621825.825477943,1421979.1018806791,444820.2692184936,1036004.3441466269,1721296.6445168497,1389511.017469927,374430.40757591743,1151853.6250451377,1646559.6380288072
D6d0S1-F0d03-Vc45-MJ005-K03,1,0.03,45.0,J005,3,41.5754535575766,13.3011196752684,23.236567558252002,4.64922922401726,3.8587877094201297,63722052.42945904,891351967.2791752,454633819.7877188,20218567.076304425,22547799.526252113,27449000.33333199,3827762.628418157,69267335.469014,1744001.9566869081,1482489.192554173,4777880.17391712,11752638.44646774,1353565.9144228771,3253245.098992737,1516032.8143892272,1811546.5704136568,671539.2718646755,1727411.0549984532,1695716.1256216788,2179597.537792778,703051.0716915212,1799167.5620738582,663236.451797951
D6d0S1-F0d03-Vc45-MJ006-K03,1,0.03,45.0,J006,3,41.124855171641606,12.850521289333502,28.8551335109334,4.91514448773795,3.89758161867807,78138463.57334515,1255666015.380373,445316260.7002417,26755403.32779056,27037125.50511495,27258752.49049784,5232845.27373768,65941621.21980341,3052294.4078865657,2590650.46238987,4768366.297728626,16977188.009509988,3907615.50449252,5840806.622286826,3364303.569817829,1828496.472492876,991238.41929981,2162070.9065432004,1722735.3070080543,1759308.274698558,510383.4144256485,1444685.567509374,914492.6815054584
D6d0S1-F0d03-Vc45-MJ007-K04,1,0.03,45.0,J007,4,44.551887489075,16.2775536067668,26.299550691014105,4.718710174023951,3.8964094941416203,72207210.17938714,1096253540.9061618,421104904.58639497,33287063.750854045,27928295.8084714,32889918.85283516,6134931.6016083835,67054388.14655426,3226241.602307392,2800300.027878404,5050224.714135715,17730084.174546614,3911216.278525469,5970581.012541678,2568328.783776428,1495450.4810677469,758861.6499206332,1332095.5990072708,2297391.8048561867,1491118.1853819722,371747.8300225994,690331.2782976909,1222901.0607828128
D6d0S1-F0d03-Vc45-MJ008-K04,1,0.03,45.0,J008,4,46.14836719468021,17.874033312372,26.0286511517898,4.910684171798232,3.96694675841956,74497907.26267195,885290882.7055768,405807484.72831637,21610358.721684244,22212175.295433745,23984623.66682673,5440187.770424372,65722868.25820578,4158783.326787532,2553935.8011496505,4802689.519279642,14613777.104145167,2005883.6734099456,4814804.374142492,2626184.293377589,1609944.6585803146,510567.4455218754,3036231.474808424,3731021.094577031,2238733.040173397,478442.37563245796,1971829.512397186,2282449.237360402
D6d0S1-F0d03-Vc45-MJ009-K05,1,0.03,45.0,J009,5,44.997688551365,16.7233546690569,26.8048611083007,4.941099678020518,3.97640233155236,70268423.22055168,999307630.719752,504030368.56462425,23916269.37249212,23603498.992861245,32175113.044603694,4614060.258316567,64482038.90952189,3102460.4068723,2202250.423923227,4391881.720590683,15789179.50241365,1858304.832124332,3922447.7331636017,1562613.0723883724,1267726.2967500011,667077.8297089232,1124439.45234197,1019986.1306491216,1579436.872267199,524112.8179251257,882172.6622318082,560955.4526175923
D6d0S1-F0d03-Vc45-MJ010-K05,1,0.03,45.0,J010,5,45.291551723980206,17.0172178416721,26.2898767891187,4.7407994573167,3.9810504318171502,74544863.77020547,1041607246.5476717,524584305.5334587,48341915.18182664,34708569.600969546,34446498.40467366,7589891.784831773,65609370.7306792,4223329.734500338,4164523.0478575863,5870605.838719333,23800176.8073076,7044447.207193922,7497624.262083532,4329871.29092557,2025388.2372097743,1095494.5459235471,1746211.9542931234,1651822.1135887192,1521623.397414261,563744.2024815071,905486.620680645,1327381.593189553
D6d0S1-F0d03-Vc60-MJ001-K01,1,0.03,60.0,J001,1,42.588187970412704,14.3138540881045,23.627520838903603,4.6556905578092005,3.92908144875826,28892102.78108621,708234789.5505798,602341641.7867024,91660661.25365923,9740181.262288047,52297233.92873328,15978441.879212786,22772462.51379601,2142387.9917917037,2775268.156238224,3071905.841640041,5045080.774683945,3976564.842355107,3399856.7238222742,1958670.7576065816,1187976.045861628,582656.7794120715,1262297.6078235304,2117870.922844909,1199575.423149998,466828.73090838024,1255267.7618223857,774396.4971039862
D6d0S1-F0d03-Vc60-MJ002-K01,1,0.03,60.0,J002,1,43.1635881092278,14.889254226919599,24.495767363653396,4.45675475731078,3.9288402422816002,34239502.76096661,518643638.9467958,377648668.8769225,73246874.84463663,10122687.818647843,30087573.88437151,14310103.666791035,28127747.90034654,1708462.8417090941,3026614.2452792567,2832320.485080912,6849667.583485501,2855616.793227571,3314278.047544645,1853701.5075754747,1590302.1629431131,556892.9812022601,1351447.6341373185,1093002.4287863066,1319620.3331860085,546513.9804859704,1567434.6131935788,882747.4584976952
D6d0S1-F0d03-Vc60-MJ003-K02,1,0.03,60.0,J003,2,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967,37510128.34839018,642197353.4363985,316240629.45541227,74487082.84149727,9235610.131145297,31665980.69197605,14174611.74112663,27840416.54782936,1697229.8493779972,2893211.4250793564,2845344.76028053,7430750.740587394,2353864.8644285165,2930363.9254296687,1631939.7353742076,1288601.7145911816,714990.4560200208,1410186.8860320463,1774856.01965572,1614594.3100116362,572065.2790131621,1055819.5369216728,751105.616679627
D6d0S1-F0d03-Vc60-MJ004-K02,1,0.03,60.0,J004,2,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232,33702036.33276851,695469600.9302969,333781760.83643776,58120064.23967264,6948067.130650697,19252142.75353871,12478683.185981072,27253881.12174363,1419387.5164058784,2702495.4124214537,2161336.007002687,7264507.470984893,2082654.6359096896,2182334.908638825,1558325.1384792202,1051224.5124651971,530213.6327304061,1561187.7026207037,1264330.8662779971,1461231.0439694768,494907.8528125814,1003583.6336719531,811246.454716811
D6d0S1-F0d03-Vc60-MJ005-K03,1,0.03,60.0,J005,3,42.858121718320795,14.5837878360127,25.59466933537849,4.7486316973749405,3.85563949814101,33964749.02214605,807140628.1180921,362922507.7187119,74774346.4469128,9550107.351881497,27161427.328265205,14573761.724382222,30089892.82714268,2069647.161453874,3456954.9010133264,3372860.880451715,7726813.4117605025,3226556.791506704,3428323.5311778258,1629174.7564272908,1165923.6249213223,610027.2160476892,1545540.5360620697,1218185.5077970126,1795605.3097073522,477760.1357157178,1881105.5756231719,948682.1114778249
D6d0S1-F0d03-Vc60-MJ006-K03,1,0.03,60.0,J006,3,38.5074002719611,10.233066389652901,26.4835111479677,4.48913253957949,3.6665068705899397,42421969.11954184,1112802773.2599716,449983805.60981554,81062079.33046643,10491072.376427913,33181254.61179132,13548773.263403974,29386230.321622074,2234975.353144725,3360661.6984267808,3336620.8193856874,8206955.860024243,3071758.583968338,3382279.822238176,1945207.08589708,1308963.4695974938,701989.3241207856,1316011.5792113445,1805148.2451407304,1787320.5935990957,501762.8805715354,1514599.70774673,676981.1194433782
D6d0S1-F0d03-Vc60-MJ007-K04,1,0.03,60.0,J007,4,42.6396660669338,14.3653321846257,25.7070936260549,4.55711699744285,3.7911016814895295,36609649.42548145,786050462.3626237,448378753.5134599,78915197.71539983,11836884.793621892,27384379.12624571,14692603.52533985,31799250.20764181,2558141.81793546,4511959.2371591935,4002273.6372776083,14224257.928128375,4721352.0924507985,5390484.507910402,4323072.898065043,2555748.895427324,1224088.973882527,2398480.2177164042,3529470.72505867,4590103.3140669055,775677.8187466318,3445649.801605955,1539266.2651166548
D6d0S1-F0d03-Vc60-MJ008-K04,1,0.03,60.0,J008,4,48.1632067027245,19.8888728204164,26.5925155043155,4.95093464365176,4.00159344853167,45325825.27797926,975973964.8705703,523941522.12414175,63906866.06469741,7597391.056587275,22845392.04676477,12119143.392445268,28110554.37194222,1946987.9684090626,3585233.3210837287,2906264.5087717413,8312798.6033697715,2621479.673155944,2641233.4356713,1458866.7174835058,1362605.030551351,582922.5332325931,1357925.4524668,1480575.944907062,1569510.719004864,503361.7103938356,1146679.132607956,807068.7792289532
D6d0S1-F0d03-Vc60-MJ009-K05,1,0.03,60.0,J009,5,43.09937466826921,14.825040785961098,24.847609058763197,4.41795329438129,3.8958695295094095,35356009.48739807,1159936530.6705875,412952671.37984335,111260966.7284937,20449062.697270963,40911972.12626828,19226865.25686836,32661718.252731703,4507013.3558062315,5350166.043287343,5775780.782474039,24257885.268820755,9597835.88241714,12166377.551081214,8072004.927392627,3166631.4313825136,1779476.676118882,1324811.379582634,1543223.2427764663,1587950.8399533762,738473.7914543076,960938.1346665265,792641.0166822369
D6d0S1-F0d03-Vc60-MJ010-K05,1,0.03,60.0,J010,5,46.003649040179006,17.72931515787089,28.4063779950811,5.190916534342518,4.037812929414169,42739131.05627642,1334358308.8018134,529567183.13702494,72787502.54260343,8334749.433320383,26592217.80868873,12975194.132039735,29207844.95746488,2134563.086619317,3625208.164033475,3513633.65784806,7392417.184195915,2761153.8989004856,3598145.6189789176,1447576.4352156804,1112690.2552659672,663601.523851205,1399327.2301811206,949286.0554379092,1080910.3695239685,518635.173629769,847072.8987996094,491638.1365526553
D6d0S1-F0d06-Vc15-MJ001-K01,1,0.06,15.0,J001,1,42.8036432501761,14.529309367867901,24.5077962491485,4.6642408593459805,3.99240938208475,20808877.17529359,45926716.31271934,27442116.22383264,135513670.23024017,5789710.3468861235,27393245.308920484,6908179.987740509,91971804.77146858,931527.267927238,2732858.649757488,3192603.4691304765,3622630.291017465,1774863.216774257,2010478.672468067,1462866.7263144874,1093102.8698300242,542387.3944298194,2006821.1886979626,1854546.8948156203,1276743.9218884977,599845.8443539239,1076852.073989848,787374.6386524949
D6d0S1-F0d06-Vc15-MJ002-K01,1,0.06,15.0,J002,1,39.9531068546443,11.6787729723361,23.738271676034106,4.5012094228517805,3.67966351849786,23432466.596151266,33554021.96737614,19284125.261951834,179840050.15563998,7049448.4872266995,22213350.170557585,6064990.35207619,86731309.41949601,855847.8279801697,3045223.998475188,2697633.921433336,4300635.982184425,1323167.8626782848,2526474.291270977,1498515.919265787,891012.2845141992,605641.7355543851,997673.1051953905,1127893.2759005316,2245781.7991949352,432314.98529094737,1350570.5292763894,1241808.9149442404
D6d0S1-F0d06-Vc15-MJ003-K02,1,0.06,15.0,J003,2,40.7247461815275,12.4504122992193,23.22902166204,4.34693020134719,3.74030679411937,22228264.34274027,27384218.680534616,19946558.703798547,139471600.2685191,3875370.547237942,18283803.145940647,5194440.274046173,66107527.04066228,949066.1369093192,2482732.265022777,2525906.912319849,4635302.070172471,1254934.1792052079,1789467.0893017803,1350300.65320917,868831.5655735306,547776.3099584694,1707830.38855549,1137778.5532145312,1255828.091086043,550401.9219573489,1196662.2790909172,678225.2149198536
D6d0S1-F0d06-Vc15-MJ004-K02,1,0.06,15.0,J004,2,44.1385780321432,15.8642441498351,24.87332543060851,4.91079626878108,3.92807770547296,26185942.77671556,20916523.756375834,11255970.059700672,165342913.69353992,4496846.98919708,18659319.617672026,6460944.783253575,54204144.88523728,1211070.5048056971,3147675.293990419,2070608.8345404102,6144379.560486122,1471318.05863723,1842836.8650866041,1192022.2675909402,810453.7408479991,591859.2572161601,1373836.8785153998,1273348.1537999276,2437976.8586215703,870176.7395161756,1219052.8203719505,625191.529068761
D6d0S1-F0d06-Vc15-MJ005-K03,1,0.06,15.0,J005,3,42.002226844921,13.7278929626128,26.733501026001395,4.70989770637651,3.79935212733842,28854838.475415066,135725136.52805766,31058194.39340285,178455060.61758474,5252231.856252661,21801681.446519457,7563963.856370303,54247561.77435868,1419799.8066940012,2854390.594521657,2089861.185848124,6773874.45919413,1522891.9276130442,1739234.8924213985,1628207.8262862444,1460592.811481568,634405.5515831694,1106029.979159007,912354.5524219793,1110814.9466815942,412223.6714223266,1668634.657514105,759066.4828641416
D6d0S1-F0d06-Vc15-MJ006-K03,1,0.06,15.0,J006,3,39.7895105566517,11.5151766743436,26.2063637738065,4.53259869841663,3.71293023879029,33920924.682402164,161393803.92985824,38949527.86297902,192382305.39319453,5036357.766194017,19422680.49631232,7384763.3185553625,56184233.10276321,1481351.5390593389,2571764.523515734,2314676.370530344,6236329.250720638,1566339.9758341876,1693668.6526308719,1453475.6555465874,1346593.32591216,544107.2225812385,1925544.6877290462,1118712.0202207174,1148737.551779572,730945.5112550773,1278213.8254108354,713484.1340153408
D6d0S1-F0d06-Vc15-MJ007-K04,1,0.06,15.0,J007,4,40.969299760683796,12.6949658783757,26.8049425131843,5.115894678988241,3.8080849137428703,23358650.01571961,22561294.33426349,14897241.936126865,170791142.33338538,4853068.346391455,15377822.913855245,8036142.695260514,47843898.47222901,1264359.567883976,2912246.47064928,2555107.1088000317,7522588.463543535,1946865.9013302969,1524140.961222472,1223218.4812227322,845161.2288264119,358461.0177324483,757267.8392303066,672167.3584776006,926653.7347708398,280815.09946073353,398157.1728859683,349903.8404728547
D6d0S1-F0d06-Vc15-MJ008-K04,1,0.06,15.0,J008,4,42.389068154358505,14.114734272050299,26.452503338044,4.79390617954413,3.8132740164299603,28925738.20815971,33125870.26991781,18963216.27922744,161001405.24720418,3500361.229237046,13196389.61510614,7005746.9751857985,47594421.69856601,1506533.1273288704,2478150.465346535,2489410.283353242,6577932.466299305,1258105.1558773895,1805966.209157995,910210.48720677,1601953.0097931575,502679.45171157975,2905928.2253142036,1354166.2666800683,1900047.4441797812,457657.9818861814,2887534.601978572,1270772.291007116
D6d0S1-F0d06-Vc15-MJ009-K05,1,0.06,15.0,J009,5,44.4478209671,16.1734870847918,27.6665031726832,4.63419066345844,3.9102337301523,27576078.53998711,162119201.08029333,52012839.56427635,259886775.32392228,4888073.27647044,23997538.44199759,8442850.344829742,53790368.97826786,1885276.385795222,2582209.151163729,2231812.922106428,8598472.768818444,1851093.2912820345,1465305.2238413403,1904633.835058617,748534.2612706333,439784.82085787924,2017303.6182218385,1451399.4290223576,1700255.8949657653,493030.81619632617,1894559.0698208928,728327.6746752431
D6d0S1-F0d06-Vc15-MJ010-K05,1,0.06,15.0,J010,5,45.064636051504706,16.790302169196597,27.3012110517194,4.91139155913908,3.94661591739033,37910890.67344465,299117776.9676252,74447230.0070886,139298114.32694364,4115321.55077782,14721735.580126606,7441609.854391655,42371658.45425478,1710719.7455271264,1724746.986921763,2106500.7571061505,5795509.009882688,1118984.732765513,1606394.5392620382,867091.1045751476,1501981.479193297,566375.2305049843,1243966.0111344582,1166889.8543433102,1690380.798408666,677995.8332859088,995299.8084380644,840776.6222771844
